sequence,step,increments,prev_j_positions,prev_base_pos_x,prev_base_pos_y,prev_base_pos_z,prev_base_ori_alpha,prev_base_ori_beta,prev_base_ori_gamma,post_j_positions,post_base_pos_x,post_base_pos_y,post_base_pos_z,post_base_ori_alpha,post_base_ori_beta,post_base_ori_gamma
0,0,"[-0.006280818684336919, -0.09097415405546225, -0.08987122310129693, -0.10816024568350441, -0.13022968973442195, 0.060878661886106133, -0.001159799168281383, -0.07876066876740531]","[-0.11820316314697266, 1.5540831089019775, -0.004601478576660156, 1.5571930408477783, 0.0028390884399414062, 1.4919054508209229, -0.12260651588439941, 1.5522091388702393]",0.1185154840350151,0.0,0.0,0.0019208103185519576,-0.008773240260779858,0.004538280889391899,"[-0.12575244903564453, 1.4713070392608643, -0.0961754322052002, 1.4547855854034424, -0.1224370002746582, 1.5461437702178955, -0.1319570541381836, 1.4903156757354736]",-0.0001194853030028753,-0.021147655323147774,0.11953654140233994,-0.0028495031874626875,0.005240310914814472,0.02938051149249077
0,1,"[0.03091560846900343, 0.07979507641036468, -0.00024114304805735338, -0.0780625859862204, 0.01815894133943966, 0.11844678226968455, -0.004426763257414569, 0.039245934348984796]","[-0.12575244903564453, 1.4713070392608643, -0.0961754322052002, 1.4547855854034424, -0.1224370002746582, 1.5461437702178955, -0.1319570541381836, 1.4903156757354736]",-0.0001194853030028753,-0.021147655323147774,0.11953654140233994,-0.0028495031874626875,0.005240310914814472,0.02938051149249077,"[-0.09471511840820312, 1.550074815750122, -0.09261417388916016, 1.3802101612091064, -0.1074056625366211, 1.550635576248169, -0.1401076316833496, 1.521592378616333]",-6.936390127521008e-05,-0.016280196607112885,0.11898350715637207,-0.00308709847740829,0.011178616434335709,0.0259524118155241
0,2,"[-0.07835194512166233, -0.032495887071545465, 0.08443947305637087, -0.024320970615612694, -0.024328561886386973, -0.12872859558848357, 0.06542618678219078, 0.11576177259081294]","[-0.09471511840820312, 1.550074815750122, -0.09261417388916016, 1.3802101612091064, -0.1074056625366211, 1.550635576248169, -0.1401076316833496, 1.521592378616333]",-6.936390127521008e-05,-0.016280196607112885,0.11898350715637207,-0.00308709847740829,0.011178616434335709,0.0259524118155241,"[-0.17321991920471191, 1.5160419940948486, -0.006400346755981445, 1.3778479099273682, -0.13085603713989258, 1.4465038776397705, -0.08162856101989746, 1.554842233657837]",-0.005617803428322077,-0.02344534732401371,0.11989647150039673,-0.002104725455865264,-0.0033619338646531105,0.011425553821027279
0,3,"[0.11445638554610962, -0.047516272031086604, -0.11376861329880036, 0.04660691481870886, 0.08262719945988112, 0.04005273013958252, -0.07378651316037052, 0.09086065741595836]","[-0.17321991920471191, 1.5160419940948486, -0.006400346755981445, 1.3778479099273682, -0.13085603713989258, 1.4465038776397705, -0.08162856101989746, 1.554842233657837]",-0.005617803428322077,-0.02344534732401371,0.11989647150039673,-0.002104725455865264,-0.0033619338646531105,0.011425553821027279,"[-0.058838605880737305, 1.464026689529419, -0.1207737922668457, 1.403662919998169, -0.048949241638183594, 1.4650919437408447, -0.15579009056091309, 1.5624830722808838]",0.0014287979574874043,-0.023673349991440773,0.11953822523355484,-0.003472977550700307,-0.003812166629359126,0.01976948045194149
0,4,"[0.10724007911031806, -0.05244830305941191, -0.11647421217421638, 0.027572782186542914, 0.12282338542764819, 0.03061399797633433, -0.004370096269901754, -0.0650347975967438]","[-0.058838605880737305, 1.464026689529419, -0.1207737922668457, 1.403662919998169, -0.048949241638183594, 1.4650919437408447, -0.15579009056091309, 1.5624830722808838]",0.0014287979574874043,-0.023673349991440773,0.11953822523355484,-0.003472977550700307,-0.003812166629359126,0.01976948045194149,"[0.04725837707519531, 1.4143173694610596, -0.23578953742980957, 1.4245235919952393, 0.0686798095703125, 1.4819815158843994, -0.16301774978637695, 1.510810136795044]",0.008667959831655025,-0.022141916677355766,0.11993885785341263,-0.003187390975654125,-0.0010195989161729813,0.020271943882107735
0,5,"[0.11306965565617144, 0.111595637828288, 0.027563228109524492, 0.06980630535252143, 0.029983323088306837, 0.039203389338574854, -0.04277561605756712, 0.1257360007580042]","[0.04725837707519531, 1.4143173694610596, -0.23578953742980957, 1.4245235919952393, 0.0686798095703125, 1.4819815158843994, -0.16301774978637695, 1.510810136795044]",0.008667959831655025,-0.022141916677355766,0.11993885785341263,-0.003187390975654125,-0.0010195989161729813,0.020271943882107735,"[0.16284847259521484, 1.5210554599761963, -0.21289372444152832, 1.4814989566802979, 0.08711719512939453, 1.5134251117706299, -0.1901545524597168, 1.558711290359497]",0.007523394655436277,-0.02401922270655632,0.11883998662233353,-0.0018304263940081,0.00012207865074742585,0.0131288543343544
0,6,"[0.021512528871493353, 0.00910303270229555, 0.02155350227307648, 0.08175489430662813, 0.11894042487689226, 0.08156221194719547, 0.04415707093857938, -0.07491012136348293]","[0.16284847259521484, 1.5210554599761963, -0.21289372444152832, 1.4814989566802979, 0.08711719512939453, 1.5134251117706299, -0.1901545524597168, 1.558711290359497]",0.007523394655436277,-0.02401922270655632,0.11883998662233353,-0.0018304263940081,0.00012207865074742585,0.0131288543343544,"[0.18566274642944336, 1.5453388690948486, -0.19190216064453125, 1.5632660388946533, 0.1515359878540039, 1.5670254230499268, -0.1318349838256836, 1.5007221698760986]",0.010705661959946156,-0.026888635009527206,0.11848682165145874,0.0012068735668435693,0.0009885600302368402,-0.013311865739524364
0,7,"[0.03745125004160843, -0.12642461396094504, 0.0992087557157969, 0.042756165310413076, -0.12285990479462892, -0.029374829356060984, -0.06789561510040454, -0.12916588911916219]","[0.18566274642944336, 1.5453388690948486, -0.19190216064453125, 1.5632660388946533, 0.1515359878540039, 1.5670254230499268, -0.1318349838256836, 1.5007221698760986]",0.010705661959946156,-0.026888635009527206,0.11848682165145874,0.0012068735668435693,0.0009885600302368402,-0.013311865739524364,"[0.22142410278320312, 1.4441378116607666, -0.09318399429321289, 1.5709707736968994, 0.0667409896850586, 1.5392773151397705, -0.2093830108642578, 1.3887321949005127]",0.005925379227846861,-0.023709747940301895,0.12000462412834167,0.0036543176975101233,-0.007867662236094475,0.0015509906224906445
0,8,"[0.03568665168652704, 0.08133885028107288, -0.11019798604599919, 0.12623098607238456, 0.08579077683579364, -0.02893450376092188, -0.06657993215786993, 0.08753271359405297]","[0.22142410278320312, 1.4441378116607666, -0.09318399429321289, 1.5709707736968994, 0.0667409896850586, 1.5392773151397705, -0.2093830108642578, 1.3887321949005127]",0.005925379227846861,-0.023709747940301895,0.12000462412834167,0.0036543176975101233,-0.007867662236094475,0.0015509906224906445,"[0.255859375, 1.5111792087554932, -0.20041608810424805, 1.569143533706665, 0.16780757904052734, 1.522050142288208, -0.11386895179748535, 1.4599153995513916]",0.011696436442434788,-0.026100298389792442,0.11895135045051575,0.002963488921523094,-0.0055665005929768085,-0.021586300805211067
0,9,"[0.03322883889867992, -0.05579281190707129, 0.014939415092002735, -0.04637856412660003, 0.09540418682627677, 0.10325799814988114, 0.004521377625968407, -0.07118390800783134]","[0.255859375, 1.5111792087554932, -0.20041608810424805, 1.569143533706665, 0.16780757904052734, 1.522050142288208, -0.11386895179748535, 1.4599153995513916]",0.011696436442434788,-0.026100298389792442,0.11895135045051575,0.002963488921523094,-0.0055665005929768085,-0.021586300805211067,"[0.28836488723754883, 1.4749233722686768, -0.18835759162902832, 1.5263588428497314, 0.13984251022338867, 1.5654118061065674, -0.13277149200439453, 1.4030983448028564]",0.010631122626364231,-0.026522869244217873,0.11998732388019562,0.0030591157265007496,-0.0021936141420155764,-0.020178930833935738
