sequence,step,increments,prev_j_positions,prev_pos_x,prev_pos_y,prev_pos_z,post_j_positions,post_pos_x,post_pos_y,post_pos_z,delta_pos_x,delta_pos_y,delta_pos_z
0,0,"[-0.09505435486584633, -0.11949464472259536]","[-0.0665748119354248, 0.946850061416626]",-0.01794387772679329,2.054383912764024e-06,0.19923549890518188,"[-0.16226458549499512, 0.839674711227417]",-0.006154452450573444,1.1566028206289047e-06,0.2026529312133789,0.011789425276219845,-8.977810921351193e-07,0.0034174323081970215
0,1,"[0.009563883913302637, 0.09827785458588216]","[-0.16226458549499512, 0.839674711227417]",-0.006154452450573444,1.1566028206289047e-06,0.2026529312133789,"[-0.15322566032409668, 0.9494526386260986]",-0.009480191394686699,6.675044005532982e-06,0.20037123560905457,-0.0033257389441132545,5.518441184904077e-06,-0.002281695604324341
0,2,"[0.044017783562524615, 0.07045214860277693]","[-0.15322566032409668, 0.9494526386260986]",-0.009480191394686699,6.675044005532982e-06,0.20037123560905457,"[-0.10947537422180176, 1.0303843021392822]",-0.015337472781538963,8.414981493842788e-06,0.19797761738300323,-0.005857281386852264,1.7399374883098062e-06,-0.0023936182260513306
0,3,"[0.026569546167431138, -0.08447707453887024]","[-0.10947537422180176, 1.0303843021392822]",-0.015337472781538963,8.414981493842788e-06,0.19797761738300323,"[-0.0830225944519043, 0.954664945602417]",-0.016492076218128204,1.8528835425968282e-05,0.19933925569057465,-0.001154603436589241,1.0113853932125494e-05,0.0013616383075714111
0,4,"[0.038762534250534234, -0.07738946908369376]","[-0.0830225944519043, 0.954664945602417]",-0.016492076218128204,1.8528835425968282e-05,0.19933925569057465,"[-0.04419064521789551, 0.8845999240875244]",-0.018892599269747734,1.174668432213366e-05,0.20023851096630096,-0.0024005230516195297,-6.782151103834622e-06,0.0008992552757263184
0,5,"[0.08852587143797877, 0.08876642893411774]","[-0.04419064521789551, 0.8845999240875244]",-0.018892599269747734,1.174668432213366e-05,0.20023851096630096,"[0.044797658920288086, 0.9803516864776611]",-0.029164014384150505,6.09858579991851e-06,0.19578303396701813,-0.010271415114402771,-5.64809852221515e-06,-0.004455476999282837
0,6,"[0.06695199936929638, 0.11473365624024191]","[0.044797658920288086, 0.9803516864776611]",-0.029164014384150505,6.09858579991851e-06,0.19578303396701813,"[0.11245512962341309, 1.1017916202545166]",-0.03688216209411621,1.2362264897092246e-05,0.1902598887681961,-0.007718147709965706,6.2636790971737355e-06,-0.0055231451988220215
0,7,"[-0.12204662981400452, 0.03668007522185607]","[0.11245512962341309, 1.1017916202545166]",-0.03688216209411621,1.2362264897092246e-05,0.1902598887681961,"[-0.00951242446899414, 1.1445930004119873]",-0.026477277278900146,1.9793409592239186e-05,0.19295302033424377,0.010404884815216064,7.431144695146941e-06,0.0026931315660476685
0,8,"[-0.044330989978549326, 0.11127153363528326]","[-0.00951242446899414, 1.1445930004119873]",-0.026477277278900146,1.9793409592239186e-05,0.19295302033424377,"[-0.05397224426269531, 1.2618505954742432]",-0.02381412498652935,-1.4121906133368611e-07,0.19083727896213531,0.002663152292370796,-1.9934628653572872e-05,-0.0021157413721084595
0,9,"[0.0419678350911999, 0.03216148168960417]","[-0.05397224426269531, 1.2618505954742432]",-0.02381412498652935,-1.4121906133368611e-07,0.19083727896213531,"[-0.01193094253540039, 1.2995007038116455]",-0.027860276401042938,5.6401108849968296e-06,0.18865692615509033,-0.004046151414513588,5.781329946330516e-06,-0.002180352807044983
0,10,"[0.1240929324488371, 0.05193620812074336]","[-0.01193094253540039, 1.2995007038116455]",-0.027860276401042938,5.6401108849968296e-06,0.18865692615509033,"[0.11278319358825684, 1.356550931930542]",-0.03863529860973358,4.9520476750331e-05,0.18282419443130493,-0.010775022208690643,4.388036586533417e-05,-0.0058327317237854
0,11,"[-0.0668366115483026, 0.01634241715929585]","[0.11278319358825684, 1.356550931930542]",-0.03863529860973358,4.9520476750331e-05,0.18282419443130493,"[0.046201467514038086, 1.377575159072876]",-0.033272385597229004,3.3174022973980755e-05,0.18460187315940857,0.005362913012504578,-1.6346453776350245e-05,0.0017776787281036377
0,12,"[0.05795151114287541, 0.007754768512486602]","[0.046201467514038086, 1.377575159072876]",-0.033272385597229004,3.3174022973980755e-05,0.18460187315940857,"[0.1046454906463623, 1.3895819187164307]",-0.03808489069342613,2.4650449631735682e-05,0.18214839696884155,-0.004812505096197128,-8.523573342245072e-06,-0.0024534761905670166
0,13,"[0.10786988268535293, 0.08725891997709109]","[0.1046454906463623, 1.3895819187164307]",-0.03808489069342613,2.4650449631735682e-05,0.18214839696884155,"[0.21343469619750977, 1.4810259342193604]",-0.04629526287317276,4.65079428977333e-05,0.1747976690530777,-0.008210372179746628,2.185749326599762e-05,-0.007350727915763855
0,14,"[0.0993401710804627, 0.12083152876357932]","[0.21343469619750977, 1.4810259342193604]",-0.04629526287317276,4.65079428977333e-05,0.1747976690530777,"[0.3140525817871094, 1.5707967281341553]",-0.05276118591427803,5.857388532604091e-05,0.1671644002199173,-0.00646592304110527,1.2065942428307608e-05,-0.0076332688331604
0,15,"[-0.12035870911169495, -0.07773019488230593]","[0.3140525817871094, 1.5707967281341553]",-0.05276118591427803,5.857388532604091e-05,0.1671644002199173,"[0.19428586959838867, 1.4967529773712158]",-0.0450289323925972,5.378033529268578e-05,0.17519114911556244,0.007732253521680832,-4.793550033355132e-06,0.008026748895645142
0,16,"[0.10540400756615621, -0.07822844915070484]","[0.19428586959838867, 1.4967529773712158]",-0.0450289323925972,5.378033529268578e-05,0.17519114911556244,"[0.3006761074066162, 1.4213898181915283]",-0.05303409695625305,8.895457722246647e-05,0.17221638560295105,-0.008005164563655853,3.517424192978069e-05,-0.002974763512611389
0,17,"[-0.03830485232644225, -0.07449603170673813]","[0.3006761074066162, 1.4213898181915283]",-0.05303409695625305,8.895457722246647e-05,0.17221638560295105,"[0.2630741596221924, 1.3490803241729736]",-0.050589561462402344,9.126729128183797e-05,0.1763145923614502,0.002444535493850708,2.312714059371501e-06,0.0040982067584991455
0,18,"[-0.08215344307872423, -0.04896766814820847]","[0.2630741596221924, 1.3490803241729736]",-0.050589561462402344,9.126729128183797e-05,0.1763145923614502,"[0.18117499351501465, 1.3018090724945068]",-0.04433227330446243,7.879317126935348e-05,0.18161986768245697,0.006257288157939911,-1.2474120012484491e-05,0.005305275321006775
0,19,"[0.07141079220579184, 0.07161515955796711]","[0.18117499351501465, 1.3018090724945068]",-0.04433227330446243,7.879317126935348e-05,0.18161986768245697,"[0.25313329696655273, 1.3752777576446533]",-0.04993694648146629,8.758149488130584e-05,0.17604680359363556,-0.0056046731770038605,8.788323611952364e-06,-0.005573064088821411
1,0,"[0.034076477681726315, 0.04789534441674436]","[-1.5318777561187744, 0.636664867401123]",0.10189801454544067,-4.8991991207003593e-05,0.12383376061916351,"[-1.5097935199737549, 0.6910815238952637]",0.10039351880550385,-5.0414215365890414e-05,0.1273036003112793,-0.0015044957399368286,-1.42222415888682e-06,0.0034698396921157837
1,1,"[-0.09565408281651291, -0.09606964665424184]","[-1.5097935199737549, 0.6910815238952637]",0.10039351880550385,-5.0414215365890414e-05,0.1273036003112793,"[-1.5707972049713135, 0.600398063659668]",0.1034172922372818,-7.210779585875571e-05,0.11898598074913025,0.003023773431777954,-2.1693580492865294e-05,-0.008317619562149048
1,2,"[0.01955232388453896, -0.08188817004508805]","[-1.5707972049713135, 0.600398063659668]",0.1034172922372818,-7.210779585875571e-05,0.11898598074913025,"[-1.5616557598114014, 0.5227560997009277]",0.10457326471805573,-7.197747618192807e-05,0.11796464025974274,0.0011559724807739258,1.3031967682763934e-07,-0.0010213404893875122
1,3,"[0.0450874584665413, 0.027014507018666173]","[-1.5616557598114014, 0.5227560997009277]",0.10457326471805573,-7.197747618192807e-05,0.11796464025974274,"[-1.5254156589508057, 0.5535902976989746]",0.10348379611968994,-6.91152672516182e-05,0.12246629595756531,-0.0010894685983657837,2.862208930309862e-06,0.004501655697822571
1,4,"[0.11870777083327515, -0.1069467394898707]","[-1.5254156589508057, 0.5535902976989746]",0.10348379611968994,-6.91152672516182e-05,0.12246629595756531,"[-1.4138739109039307, 0.44945549964904785]",0.10257260501384735,-7.11093089194037e-05,0.1312825083732605,-0.0009111911058425903,-1.9940416677854955e-06,0.00881621241569519
1,5,"[0.10630200958705767, -0.05475796403390554]","[-1.4138739109039307, 0.44945549964904785]",0.10257260501384735,-7.11093089194037e-05,0.1312825083732605,"[-1.3133604526519775, 0.3968935012817383]",0.10022607445716858,-5.739321204600856e-05,0.14015232026576996,-0.002346530556678772,1.3716096873395145e-05,0.00886981189250946
1,6,"[-0.11878617482920432, 0.12544755815031255]","[-1.3133604526519775, 0.3968935012817383]",0.10022607445716858,-5.739321204600856e-05,0.14015232026576996,"[-1.4378101825714111, 0.5248870849609375]",0.10200345516204834,-9.191939898300916e-05,0.13071033358573914,0.0017773807048797607,-3.45261869370006e-05,-0.009441986680030823
1,7,"[-0.035123957481249815, 0.09522477170212261]","[-1.4378101825714111, 0.5248870849609375]",0.10200345516204834,-9.191939898300916e-05,0.13071033358573914,"[-1.4780852794647217, 0.6228086948394775]",0.10131017863750458,-9.45641950238496e-05,0.1289280205965042,-0.0006932765245437622,-2.644796040840447e-06,-0.0017823129892349243
1,8,"[0.09017268316346098, -0.005354430874964168]","[-1.4780852794647217, 0.6228086948394775]",0.10131017863750458,-9.45641950238496e-05,0.1289280205965042,"[-1.3920962810516357, 0.6198322772979736]",0.09881757199764252,-9.644893725635484e-05,0.1373947560787201,-0.0024926066398620605,-1.884742232505232e-06,0.008466735482215881
1,9,"[-0.10345988071674857, 0.0869201285523761]","[-1.3920962810516357, 0.6198322772979736]",0.09881757199764252,-9.644893725635484e-05,0.1373947560787201,"[-1.499727487564087, 0.709275484085083]",0.10033994168043137,-0.00010539671347942203,0.12868505716323853,0.0015223696827888489,-8.947776223067194e-06,-0.008709698915481567
1,10,"[0.022946731814285314, -0.1306871871992922]","[-1.499727487564087, 0.709275484085083]",0.10033994168043137,-0.00010539671347942203,0.12868505716323853,"[-1.4803578853607178, 0.5801939964294434]",0.10248895734548569,-0.00011268647358519956,0.12772217392921448,0.0021490156650543213,-7.289760105777532e-06,-0.0009628832340240479
1,11,"[0.06864257430137426, -0.019232130860121956]","[-1.4803578853607178, 0.5801939964294434]",0.10248895734548569,-0.00011268647358519956,0.12772217392921448,"[-1.4145939350128174, 0.5623006820678711]",0.10103859007358551,-0.00011149421334266663,0.1339065134525299,-0.001450367271900177,1.1922602425329387e-06,0.00618433952331543
1,12,"[0.02200252995361747, 0.013920049675360282]","[-1.4145939350128174, 0.5623006820678711]",0.10103859007358551,-0.00011149421334266663,0.1339065134525299,"[-1.3950693607330322, 0.5774862766265869]",0.10016655921936035,-0.00010898794425884262,0.13619489967823029,-0.0008720308542251587,2.5062690838240087e-06,0.0022883862257003784
1,13,"[0.012006136830333114, 0.12631010864718203]","[-1.3950693607330322, 0.5774862766265869]",0.10016655921936035,-0.00010898794425884262,0.13619489967823029,"[-1.3852269649505615, 0.7055327892303467]",0.09709889441728592,-9.720618254505098e-05,0.13978371024131775,-0.0030676648020744324,1.1781761713791639e-05,0.0035888105630874634
1,14,"[0.0671818736327373, 0.12633467469978743]","[-1.3852269649505615, 0.7055327892303467]",0.09709889441728592,-9.720618254505098e-05,0.13978371024131775,"[-1.319671869277954, 0.8340179920196533]",0.09125912934541702,-0.00010289199417456985,0.1479823887348175,-0.0058397650718688965,-5.6858116295188665e-06,0.008198678493499756
1,15,"[-0.018326324767107053, 0.11729977521237098]","[-1.319671869277954, 0.8340179920196533]",0.09125912934541702,-0.00010289199417456985,0.1479823887348175,"[-1.3395287990570068, 0.9537937641143799]",0.08900938928127289,-0.00010134814510820433,0.14774680137634277,-0.0022497400641441345,1.5438490663655102e-06,-0.00023558735847473145
1,16,"[-0.029705928783871106, -0.03973449788391479]","[-1.3395287990570068, 0.9537937641143799]",0.08900938928127289,-0.00010134814510820433,0.14774680137634277,"[-1.3707249164581299, 0.9160659313201904]",0.0914996936917305,-9.283539839088917e-05,0.14453569054603577,0.002490304410457611,8.512746717315167e-06,-0.003211110830307007
1,17,"[-0.11238305750279715, 0.07319163401729377]","[-1.3707249164581299, 0.9160659313201904]",0.0914996936917305,-9.283539839088917e-05,0.14453569054603577,"[-1.4849231243133545, 0.9913771152496338]",0.09393581748008728,-0.00011499498214107007,0.13518083095550537,0.002436123788356781,-2.21595837501809e-05,-0.009354859590530396
1,18,"[-0.039753875147295295, 0.04620327816804385]","[-1.4849231243133545, 0.9913771152496338]",0.09393581748008728,-0.00011499498214107007,0.13518083095550537,"[-1.526489496231079, 1.039710283279419]",0.09402699023485184,-0.00011167590855620801,0.1319946050643921,9.117275476455688e-05,3.3190735848620534e-06,-0.0031862258911132812
1,19,"[-0.11744982183820953, -0.029021399410997257]","[-1.526489496231079, 1.039710283279419]",0.09402699023485184,-0.00011167590855620801,0.1319946050643921,"[-1.5707967281341553, 1.012467622756958]",0.09599849581718445,-0.00010982183448504657,0.1274852156639099,0.001971505582332611,1.854074071161449e-06,-0.004509389400482178
