sequence,step,increments,prev_j_positions,prev_pos_x,prev_pos_y,prev_pos_z,post_j_positions,post_pos_x,post_pos_y,post_pos_z,delta_pos_x,delta_pos_y,delta_pos_z
0,0,"[-0.026044609795253627, 0.040350212822441084, -0.025010074798135197]","[0.0, -2.384185791015625e-07, 2.384185791015625e-07]",0.027113810181617737,0.0,0.0,"[-0.026035547256469727, 0.04033493995666504, -0.025000333786010742]",-4.006396011391189e-06,5.158486828804598e-07,0.027500081807374954,-0.027117816577629128,5.158486828804598e-07,0.027500081807374954
0,1,"[-0.09132090692648419, 0.04035839012134313, 0.06147067887484573]","[-0.026035547256469727, 0.04033493995666504, -0.025000333786010742]",-4.006396011391189e-06,5.158486828804598e-07,0.027500081807374954,"[-0.1174476146697998, 0.0808720588684082, 0.03632807731628418]",5.152295852894895e-05,-2.073929010748543e-07,0.02750006690621376,5.552935454034014e-05,-7.232415839553141e-07,-1.4901161193847656e-08
0,2,"[-0.09220390235416843, 0.09402510047777864, -0.12031729052934108]","[-0.1174476146697998, 0.0808720588684082, 0.03632807731628418]",5.152295852894895e-05,-2.073929010748543e-07,0.02750006690621376,"[-0.21017789840698242, 0.1752455234527588, -0.08376765251159668]",5.011593384551816e-05,-8.510736734024249e-06,0.027500037103891373,-1.407024683430791e-06,-8.303343832949395e-06,-2.9802322387695312e-08
0,3,"[-0.12755593309130503, 0.04961957403417794, 0.1222302599943908]","[-0.21017789840698242, 0.1752455234527588, -0.08376765251159668]",5.011593384551816e-05,-8.510736734024249e-06,0.027500037103891373,"[-0.33867812156677246, 0.22567296028137207, 0.038015127182006836]",0.00017295578436460346,-4.175521826255135e-05,0.02749958075582981,0.0001228398505190853,-3.32444815285271e-05,-4.5634806156158447e-07
0,4,"[-0.023063508951889064, -0.04641824847404985, 0.04544750917131365]","[-0.33867812156677246, 0.22567296028137207, 0.038015127182006836]",0.00017295578436460346,-4.175521826255135e-05,0.02749958075582981,"[-0.36331701278686523, 0.18031954765319824, 0.08363676071166992]",0.00017281234613619745,-3.9981714508030564e-05,0.027494270354509354,-1.4343822840601206e-07,1.7735037545207888e-06,-5.3104013204574585e-06
0,5,"[-0.06271845418642431, -0.06392990754765968, 0.10051451411080367]","[-0.36331701278686523, 0.18031954765319824, 0.08363676071166992]",0.00017281234613619745,-3.9981714508030564e-05,0.027494270354509354,"[-0.4276742935180664, 0.1172175407409668, 0.18451929092407227]",0.00012627043179236352,-3.035541158169508e-05,0.027499904856085777,-4.654191434383392e-05,9.626302926335484e-06,5.634501576423645e-06
0,6,"[-0.005181498308124563, -0.10149238169110908, 0.03602458370966766]","[-0.4276742935180664, 0.1172175407409668, 0.18451929092407227]",0.00012627043179236352,-3.035541158169508e-05,0.027499904856085777,"[-0.4347829818725586, 0.016244173049926758, 0.22140955924987793]",8.8886110461317e-05,-3.0752555176150054e-05,0.027499917894601822,-3.738432133104652e-05,-3.9714359445497394e-07,1.30385160446167e-08
0,7,"[-0.0723913554329689, 0.0636593138302591, 0.00794555430213736]","[-0.4347829818725586, 0.016244173049926758, 0.22140955924987793]",8.8886110461317e-05,-3.0752555176150054e-05,0.027499917894601822,"[-0.5090634822845459, 0.07986569404602051, 0.23038649559020996]",9.287261491408572e-05,-2.654049967532046e-05,0.027398303151130676,3.986504452768713e-06,4.212055500829592e-06,-0.00010161474347114563
0,8,"[-0.1120899807427428, 0.11920630254598065, 0.00013927379103213943]","[-0.5090634822845459, 0.07986569404602051, 0.23038649559020996]",9.287261491408572e-05,-2.654049967532046e-05,0.027398303151130676,"[-0.6233375072479248, 0.19931912422180176, 0.23157763481140137]",0.00011639662261586636,-2.0615789253497496e-05,0.027500171214342117,2.3524007701780647e-05,5.924710421822965e-06,0.00010186806321144104
0,9,"[0.1015474744877865, -0.12259445991721268, 0.07349589306003478]","[-0.6233375072479248, 0.19931912422180176, 0.23157763481140137]",0.00011639662261586636,-2.0615789253497496e-05,0.027500171214342117,"[-0.5245456695556641, 0.07762670516967773, 0.3060774803161621]",6.748484884155914e-05,-1.8519447621656582e-05,0.027499964460730553,-4.891177377430722e-05,2.0963416318409145e-06,-2.0675361156463623e-07
0,10,"[-0.009838803979773771, -0.12891990785370733, 0.09051815392735983]","[-0.5245456695556641, 0.07762670516967773, 0.3060774803161621]",6.748484884155914e-05,-1.8519447621656582e-05,0.027499964460730553,"[-0.5365586280822754, -0.0509943962097168, 0.39792561531066895]",4.842911221203394e-05,-1.6945399693213403e-05,0.027478855103254318,-1.90557366295252e-05,1.5740479284431785e-06,-2.1109357476234436e-05
